iter	Logloss
0	0.5069783518
1	0.384306571
2	0.3255126802
3	0.2760864808
4	0.2400699134
5	0.2157568518
6	0.1927469241
7	0.1779024471
8	0.1650458003
9	0.1550964142
10	0.1451621596
11	0.1371853031
12	0.1303386296
13	0.1234424958
14	0.1169650478
15	0.1103585329
16	0.1046518807
17	0.09993203792
18	0.09517490364
19	0.09128228422
20	0.0870989056
21	0.08388874591
22	0.08033840028
23	0.07707136606
24	0.07396056161
25	0.07003554248
26	0.06710028034
27	0.06481001658
28	0.06294182768
29	0.06079535793
30	0.0582270437
31	0.05599776286
32	0.05449651
33	0.05209781837
34	0.05075539354
35	0.04894517853
36	0.04757171673
37	0.04653755059
38	0.04477995863
39	0.04337069172
40	0.04225273898
41	0.0403913085
42	0.03888901813
43	0.03805891184
44	0.03743528167
45	0.03623817942
46	0.0353778819
47	0.03465528548
48	0.03362528702
49	0.03278009497
50	0.03171201049
51	0.03105651555
52	0.03019445941
53	0.02918773195
54	0.02867837328
55	0.02824727721
56	0.02746225534
57	0.02700382071
58	0.02635811839
59	0.02570383398
60	0.02512538436
61	0.02454155989
62	0.02386571239
63	0.02330112254
64	0.02266430957
65	0.02199385591
66	0.02152032639
67	0.02107840723
68	0.02067272527
69	0.02031430995
70	0.019994234
71	0.01950194392
72	0.01907142668
73	0.01865837254
74	0.01823606153
75	0.0178158269
76	0.01761503989
77	0.01720987156
78	0.0169942048
79	0.01656546548
80	0.01618039698
81	0.01589773962
82	0.01565111087
83	0.01519109145
84	0.01501842585
85	0.01475258715
86	0.01453414958
87	0.01431409951
88	0.01405164787
89	0.01382978343
90	0.01351647712
91	0.01332940616
92	0.01309817662
93	0.01283327098
94	0.0127237279
95	0.01254127195
96	0.01231533031
97	0.01215171099
98	0.01203774045
99	0.01186725264
100	0.01171107687
101	0.01142043477
102	0.01127584451
103	0.01113969439
104	0.01086996346
105	0.01065210957
106	0.01046585251
107	0.01025852267
108	0.00997712007
109	0.009760697811
110	0.009633544306
111	0.009496897535
112	0.009455788458
113	0.009340125265
114	0.009266743359
115	0.009180564076
116	0.0090598861
117	0.008974942389
118	0.008844759571
119	0.008710650071
120	0.008498302288
121	0.00839851561
122	0.008270980247
123	0.008159562553
124	0.00802502197
125	0.007807344593
126	0.007779672328
127	0.007699577463
128	0.00766948536
129	0.00752783438
130	0.007503359806
131	0.007452041568
132	0.00733321645
133	0.007252546074
134	0.007179166131
135	0.007079961212
136	0.007011803243
137	0.00687058755
138	0.006747086451
139	0.006679177966
140	0.006624276493
141	0.006506342097
142	0.006388049854
143	0.006369826457
144	0.006369826457
145	0.006360338317
146	0.006301278378
147	0.006191439685
148	0.006150528666
149	0.006096581698
150	0.006044139233
151	0.00596045885
152	0.005913930242
153	0.005896503804
154	0.005730720937
155	0.005690488644
156	0.00562307124
157	0.005544882723
158	0.005489694095
159	0.005383167924
160	0.005290115513
161	0.005235117313
162	0.005142897048
163	0.005080339726
164	0.004990508878
165	0.0049396199
166	0.004892942357
167	0.004854311613
168	0.004812261948
169	0.00478484784
170	0.004744010497
171	0.004680991152
172	0.004651034565
173	0.004626685576
174	0.004603231414
175	0.004560264692
176	0.004515701588
177	0.004482058772
178	0.004453297246
179	0.004407020826
180	0.00436756859
181	0.004271002675
182	0.004215381042
183	0.004183946487
184	0.004164028359
185	0.004065347664
186	0.004015937396
187	0.003988783747
188	0.003926063892
189	0.003916081247
190	0.003876289389
191	0.003876289389
192	0.003858077767
193	0.003813331844
194	0.003768482166
195	0.003742317608
196	0.003723662527
197	0.003659485872
198	0.003632631153
199	0.003602120163
200	0.00357918594
201	0.003547107545
202	0.003547043141
203	0.003547043141
204	0.003547043141
205	0.003547043141
206	0.003547043141
207	0.003547043141
208	0.003547043141
209	0.003547043141
210	0.003547076064
211	0.003547033529
212	0.003547005953
213	0.003546994818
214	0.003547001287
215	0.003547024297
216	0.003547024297
217	0.003547024297
218	0.003547024297
219	0.003547024297
220	0.003547024297
221	0.003547024297
222	0.003547024297
223	0.003547024297
224	0.003546962396
225	0.003546962396
226	0.003546940928
227	0.003546975733
228	0.003546975733
229	0.003546975733
230	0.003546975733
231	0.003546975733
232	0.003546975733
233	0.00354690402
234	0.003546947036
235	0.003546947036
236	0.003546947036
237	0.003546947036
238	0.003546947036
239	0.003546947036
240	0.003546947036
241	0.003546947036
242	0.003546947036
243	0.003546947036
244	0.003546947036
245	0.003546947036
246	0.00354688165
